Sex,NOC,Games,Sport,Medal,age-height-weight_0,age-height-weight_1,age-height-weight_2
F,CHN,2008 Summer,Volleyball,Bronze,21.0,193.0,68.0
M,FRA,1984 Summer,Football,Gold,25.0,176.0,68.0
M,USA,1952 Winter,Ice Hockey,Silver,21.0,180.0,89.0
F,FRA,2012 Summer,Basketball,Silver,26.0,190.0,104.0
M,JPN,1968 Summer,Football,Bronze,35.0,171.0,68.0
M,IRI,1956 Summer,Wrestling,Silver,26.0,165.0,57.0
M,JPN,1980 Winter,Ski Jumping,Silver,20.0,167.0,60.0
M,RUS,2002 Winter,Figure Skating,Gold,21.0,175.0,65.0
F,ESP,2012 Summer,Taekwondo,Silver,31.0,162.0,49.0
M,RUS,2004 Summer,Fencing,Bronze,20.0,184.0,80.0
M,URS,1976 Summer,Rowing,Silver,23.0,186.0,80.0
M,URS,1968 Summer,Wrestling,Silver,26.0,180.0,100.0
M,URS,1972 Summer,Wrestling,Silver,30.0,180.0,100.0
M,RUS,2000 Summer,Volleyball,Silver,24.0,201.0,92.0
F,URS,1988 Summer,Basketball,Bronze,24.0,186.0,78.0
M,URS,1980 Summer,Rowing,Silver,22.0,194.0,95.0
M,URS,1988 Summer,Rowing,Bronze,30.0,194.0,95.0
M,URS,1972 Winter,Ice Hockey,Gold,25.0,190.0,86.0
M,URS,1976 Winter,Ice Hockey,Gold,29.0,190.0,86.0
M,TUR,2004 Summer,Boxing,Silver,17.0,165.0,48.0
M,GBR,1976 Summer,Rowing,Silver,26.0,198.0,86.0
M,FRA,1996 Summer,Wrestling,Silver,28.0,168.0,69.0
F,JPN,2016 Summer,Judo,Bronze,25.0,172.0,108.0
F,JPN,2004 Summer,Softball,Bronze,20.0,165.0,58.0
F,JPN,2008 Summer,Softball,Gold,24.0,165.0,58.0
F,JPN,2000 Summer,Softball,Silver,24.0,161.0,66.0
M,JPN,1988 Summer,Gymnastics,Bronze,24.0,167.0,59.0
M,JPN,2016 Summer,Athletics,Silver,24.0,177.0,70.0
F,USA,1992 Winter,Figure Skating,Gold,20.0,152.0,42.0
F,JPN,2012 Summer,Volleyball,Bronze,29.0,176.0,62.0
M,JPN,1968 Summer,Football,Bronze,24.0,167.0,60.0
F,JPN,2000 Summer,Softball,Silver,29.0,171.0,73.0
F,JPN,2004 Summer,Softball,Bronze,33.0,171.0,73.0
F,JPN,1994 Winter,Speed Skating,Bronze,23.0,161.0,55.0
M,JPN,1984 Summer,Archery,Bronze,21.0,170.0,71.0
M,JPN,2004 Summer,Archery,Silver,41.0,170.0,71.0
M,JPN,2004 Summer,Swimming,Silver,26.0,178.0,72.0
M,JPN,2004 Summer,Swimming,Bronze,26.0,178.0,72.0
M,JPN,1988 Summer,Judo,Bronze,28.0,168.0,65.0
M,JPN,2012 Summer,Gymnastics,Silver,23.0,159.0,58.0
M,JPN,2016 Summer,Gymnastics,Gold,27.0,159.0,58.0
M,JPN,1956 Summer,Swimming,Silver,17.0,171.0,75.0
M,JPN,1956 Summer,Swimming,Silver,17.0,171.0,75.0
M,JPN,1960 Summer,Swimming,Silver,21.0,171.0,75.0
M,JPN,1960 Summer,Swimming,Silver,21.0,171.0,75.0
M,JPN,1964 Summer,Swimming,Bronze,25.0,171.0,75.0
M,JPN,1964 Summer,Gymnastics,Gold,25.0,165.0,60.0
M,JPN,1964 Summer,Gymnastics,Gold,25.0,165.0,60.0
F,JPN,2000 Summer,Judo,Bronze,24.0,170.0,100.0
F,JPN,1972 Summer,Volleyball,Silver,27.0,172.0,72.0
M,JPN,1984 Summer,Judo,Gold,27.0,180.0,127.0
M,JPN,1984 Summer,Gymnastics,Bronze,26.0,162.0,57.0
F,JPN,1972 Summer,Volleyball,Silver,21.0,162.0,57.0
M,URS,1980 Summer,Shooting,Silver,29.0,180.0,84.0
F,CHN,1996 Summer,Softball,Silver,26.0,171.0,65.0
F,CHN,2016 Summer,Volleyball,Gold,29.0,192.0,74.0
M,CHN,2000 Summer,Table Tennis,Gold,25.0,168.0,60.0
F,CHN,2008 Summer,Tennis,Bronze,23.0,171.0,55.0
M,JPN,1972 Summer,Wrestling,Gold,25.0,159.0,57.0
M,BUL,2004 Summer,Rowing,Bronze,28.0,193.0,100.0
M,BUL,2008 Summer,Wrestling,Bronze,23.0,175.0,74.0
M,BUL,1968 Summer,Football,Silver,29.0,178.0,68.0
M,UKR,2016 Summer,Canoeing,Bronze,23.0,184.0,75.0
M,TPE,1960 Summer,Athletics,Silver,27.0,180.0,80.0
F,CHN,2016 Summer,Volleyball,Gold,21.0,190.0,71.0
M,KOR,2012 Summer,Gymnastics,Gold,19.0,159.0,53.0
F,CHN,2004 Summer,Volleyball,Gold,24.0,183.0,75.0
F,CHN,2008 Summer,Volleyball,Bronze,28.0,183.0,75.0
M,KOR,1996 Summer,Wrestling,Silver,25.0,174.0,85.0
M,KOR,1976 Summer,Wrestling,Gold,23.0,165.0,62.0
M,CHN,2004 Summer,Diving,Gold,21.0,162.0,52.0
M,PRK,2012 Summer,Wrestling,Bronze,22.0,158.0,57.0
M,CHN,1996 Summer,Shooting,Gold,24.0,175.0,75.0
M,CHN,2000 Summer,Shooting,Gold,28.0,175.0,75.0
F,CHN,2000 Summer,Fencing,Bronze,24.0,183.0,80.0
M,KOR,2004 Summer,Gymnastics,Bronze,24.0,167.0,63.0
F,CHN,2000 Summer,Badminton,Silver,21.0,172.0,63.0
F,CHN,2004 Summer,Badminton,Gold,25.0,172.0,63.0
M,CHN,2000 Summer,Gymnastics,Silver,20.0,160.0,54.0
M,CHN,2000 Summer,Gymnastics,Gold,20.0,160.0,54.0
M,CHN,2008 Summer,Gymnastics,Gold,28.0,160.0,54.0
M,CHN,2008 Summer,Gymnastics,Gold,28.0,160.0,54.0
M,CHN,2008 Summer,Gymnastics,Silver,28.0,160.0,54.0
M,CHN,2004 Summer,Canoeing,Gold,20.0,178.0,78.0
M,CHN,2008 Summer,Canoeing,Gold,24.0,178.0,78.0
F,CHN,1988 Summer,Swimming,Silver,16.0,178.0,62.0
F,CHN,1992 Summer,Swimming,Gold,20.0,178.0,62.0
F,CHN,1992 Summer,Swimming,Silver,20.0,178.0,62.0
F,CHN,2000 Summer,Weightlifting,Gold,22.0,150.0,53.0
F,CHN,1988 Summer,Rowing,Silver,24.0,182.0,80.0
F,CHN,1988 Summer,Rowing,Bronze,24.0,182.0,80.0
F,CHN,1984 Summer,Volleyball,Gold,21.0,181.0,73.0
F,CHN,1988 Summer,Volleyball,Bronze,25.0,181.0,73.0
F,CHN,1984 Summer,Volleyball,Gold,23.0,179.0,73.0
F,CHN,1988 Summer,Volleyball,Bronze,27.0,179.0,73.0
F,CHN,2008 Summer,Judo,Gold,24.0,173.0,77.0
F,CHN,1998 Winter,Short Track Speed Skating,Silver,21.0,166.0,58.0
F,CHN,2002 Winter,Short Track Speed Skating,Gold,25.0,166.0,58.0
F,CHN,2002 Winter,Short Track Speed Skating,Gold,25.0,166.0,58.0
F,CHN,2002 Winter,Short Track Speed Skating,Silver,25.0,166.0,58.0
F,CHN,2006 Winter,Short Track Speed Skating,Bronze,29.0,166.0,58.0
F,CHN,1998 Winter,Short Track Speed Skating,Silver,20.0,165.0,60.0
F,CHN,1998 Winter,Short Track Speed Skating,Silver,20.0,165.0,60.0
F,CHN,2002 Winter,Short Track Speed Skating,Bronze,24.0,165.0,60.0
F,CHN,2002 Winter,Short Track Speed Skating,Silver,24.0,165.0,60.0
F,KOR,1988 Summer,Table Tennis,Gold,24.0,166.0,59.0
F,CHN,2008 Summer,Gymnastics,Bronze,15.0,150.0,35.0
F,CHN,2008 Summer,Gymnastics,Gold,15.0,150.0,35.0
F,CHN,2008 Summer,Gymnastics,Bronze,15.0,150.0,35.0
F,CHN,2000 Summer,Table Tennis,Silver,23.0,165.0,55.0
F,CHN,2004 Summer,Swimming,Silver,19.0,175.0,68.0
F,CHN,2008 Summer,Swimming,Silver,23.0,175.0,68.0
F,CHN,2000 Summer,Gymnastics,Bronze,15.0,158.0,40.0
M,BUL,1980 Summer,Wrestling,Silver,29.0,166.0,62.0
F,BUL,2016 Summer,Wrestling,Bronze,21.0,151.0,48.0
F,JPN,1976 Summer,Volleyball,Gold,21.0,174.0,70.0
F,JPN,2012 Summer,Football,Silver,28.0,165.0,60.0
M,URS,1988 Summer,Boxing,Gold,31.0,172.0,63.0
F,UKR,2000 Summer,Cycling,Bronze,24.0,173.0,78.0
F,CHN,1992 Summer,Badminton,Bronze,25.0,166.0,55.0
M,CHN,1984 Summer,Weightlifting,Gold,26.0,164.0,68.0
M,MAS,1996 Summer,Badminton,Silver,26.0,160.0,60.0
M,RUS,2014 Winter,Cross Country Skiing,Silver,28.0,186.0,86.0
M,URS,1972 Summer,Cycling,Gold,24.0,178.0,69.0
M,URS,1980 Summer,Cycling,Gold,21.0,186.0,77.0
F,GBR,2014 Winter,Skeleton,Gold,25.0,172.0,78.0
M,URS,1988 Summer,Swimming,Bronze,22.0,181.0,80.0
M,URS,1988 Summer,Swimming,Bronze,22.0,181.0,80.0
M,URS,1988 Summer,Football,Gold,26.0,184.0,78.0
M,URS,1972 Summer,Wrestling,Gold,23.0,190.0,100.0
M,URS,1976 Summer,Wrestling,Gold,27.0,190.0,100.0
M,TUR,2016 Summer,Wrestling,Silver,26.0,179.0,86.0
M,RUS,1998 Winter,Ice Hockey,Silver,24.0,191.0,100.0
M,RUS,2002 Winter,Ice Hockey,Bronze,28.0,191.0,100.0
M,URS,1988 Winter,Ice Hockey,Gold,25.0,181.0,93.0
F,BLR,2000 Summer,Athletics,Bronze,34.0,186.0,105.0
F,UKR,2004 Summer,Handball,Bronze,26.0,168.0,65.0
M,RUS,2000 Summer,Water Polo,Silver,21.0,193.0,90.0
M,IRI,2016 Summer,Wrestling,Gold,21.0,181.0,74.0
M,CHN,2000 Summer,Fencing,Silver,30.0,178.0,74.0
M,CHN,2004 Summer,Fencing,Silver,34.0,178.0,74.0
M,CHN,1988 Summer,Weightlifting,Bronze,23.0,163.0,64.0
F,CHN,1992 Winter,Speed Skating,Silver,27.0,168.0,70.0
F,CHN,1992 Winter,Speed Skating,Silver,27.0,168.0,70.0
F,CHN,1994 Winter,Speed Skating,Bronze,29.0,168.0,70.0
F,CHN,2012 Summer,Swimming,Gold,16.0,173.0,64.0
F,CHN,2012 Summer,Swimming,Gold,16.0,173.0,64.0
F,CHN,2000 Summer,Badminton,Bronze,26.0,175.0,65.0
M,URS,1972 Summer,Basketball,Gold,27.0,196.0,90.0
M,URS,1976 Summer,Basketball,Bronze,31.0,196.0,90.0
F,RUS,2012 Summer,Swimming,Bronze,20.0,178.0,64.0
F,RUS,2016 Summer,Swimming,Silver,24.0,178.0,64.0
F,UKR,2006 Winter,Biathlon,Bronze,28.0,151.0,49.0
M,KEN,2008 Summer,Athletics,Bronze,21.0,175.0,56.0
M,KEN,2016 Summer,Athletics,Silver,27.0,175.0,94.0
M,RUS,2004 Summer,Volleyball,Bronze,26.0,205.0,103.0
M,URS,1964 Summer,Water Polo,Bronze,24.0,187.0,81.0
M,RUS,2006 Winter,Bobsleigh,Silver,27.0,182.0,90.0
M,URS,1988 Summer,Athletics,Bronze,21.0,185.0,75.0
M,RUS,1996 Summer,Swimming,Silver,22.0,184.0,80.0
M,RUS,1996 Summer,Swimming,Silver,22.0,184.0,80.0
F,URS,1964 Winter,Speed Skating,Silver,23.0,167.0,65.0
F,URS,1964 Winter,Speed Skating,Silver,23.0,167.0,65.0
F,EUN,1992 Winter,Cross Country Skiing,Silver,25.0,167.0,58.0
F,EUN,1992 Winter,Cross Country Skiing,Gold,25.0,167.0,58.0
F,EUN,1992 Winter,Cross Country Skiing,Gold,25.0,167.0,58.0
F,RUS,1994 Winter,Cross Country Skiing,Gold,27.0,167.0,58.0
F,RUS,1994 Winter,Cross Country Skiing,Silver,27.0,167.0,58.0
F,RUS,1994 Winter,Cross Country Skiing,Gold,27.0,167.0,58.0
F,EUN,1992 Summer,Athletics,Gold,28.0,155.0,50.0
F,RUS,1996 Summer,Athletics,Silver,32.0,155.0,50.0
F,RUS,2016 Summer,Fencing,Gold,22.0,175.0,64.0
M,URS,1988 Summer,Cycling,Gold,22.0,175.0,67.0
M,RUS,2000 Summer,Cycling,Gold,34.0,175.0,67.0
M,RUS,2004 Summer,Cycling,Gold,38.0,175.0,67.0
F,RUS,2000 Summer,Athletics,Gold,30.0,183.0,64.0
M,KAZ,2004 Summer,Boxing,Bronze,23.0,169.0,60.0
M,KAZ,2016 Summer,Boxing,Gold,25.0,178.0,64.0
M,URS,1980 Summer,Rowing,Silver,30.0,190.0,85.0
M,RUS,2014 Winter,Short Track Speed Skating,Gold,23.0,175.0,70.0
F,URS,1980 Summer,Hockey,Bronze,24.0,155.0,58.0
M,URS,1964 Summer,Boxing,Bronze,22.0,188.0,97.0
M,URS,1980 Summer,Judo,Bronze,27.0,165.0,60.0
M,KOR,1996 Summer,Gymnastics,Silver,25.0,165.0,64.0
M,KOR,2000 Summer,Hockey,Silver,26.0,173.0,69.0
M,TUR,1996 Summer,Wrestling,Gold,20.0,176.0,84.0
M,TUR,2000 Summer,Wrestling,Gold,24.0,176.0,84.0
F,RUS,2004 Summer,Synchronized Swimming,Gold,21.0,169.0,55.0
F,RUS,2004 Summer,Synchronized Swimming,Gold,21.0,169.0,55.0
F,RUS,2008 Summer,Synchronized Swimming,Gold,25.0,169.0,55.0
F,RUS,2008 Summer,Synchronized Swimming,Gold,25.0,169.0,55.0
F,RUS,2000 Summer,Fencing,Gold,27.0,170.0,58.0
F,RUS,2004 Summer,Fencing,Gold,31.0,170.0,58.0
M,USA,1960 Summer,Athletics,Gold,21.0,183.0,81.0
M,URS,1976 Summer,Volleyball,Silver,21.0,200.0,90.0
M,URS,1980 Summer,Volleyball,Gold,25.0,200.0,90.0
F,URS,1976 Summer,Rowing,Silver,27.0,184.0,81.0
F,RUS,2016 Summer,Handball,Gold,31.0,185.0,73.0
M,RUS,2000 Summer,Water Polo,Silver,27.0,180.0,82.0
M,RUS,2004 Summer,Water Polo,Bronze,31.0,180.0,82.0
M,URS,1988 Summer,Archery,Bronze,30.0,185.0,78.0
M,URS,1976 Summer,Rowing,Gold,27.0,194.0,109.0
F,URS,1988 Summer,Basketball,Bronze,23.0,182.0,75.0
M,URS,1972 Summer,Football,Bronze,28.0,172.0,68.0
M,URS,1988 Summer,Swimming,Silver,22.0,190.0,81.0
M,URS,1988 Summer,Swimming,Bronze,22.0,190.0,81.0
F,RUS,2008 Summer,Weightlifting,Bronze,20.0,167.0,74.0
F,RUS,2004 Summer,Gymnastics,Bronze,22.0,140.0,39.0
F,CHN,2012 Summer,Shooting,Gold,23.0,165.0,51.0
F,CHN,2016 Summer,Shooting,Bronze,27.0,165.0,51.0
M,ETH,1972 Summer,Athletics,Bronze,28.0,162.0,53.0
M,ETH,1980 Summer,Athletics,Gold,36.0,162.0,53.0
M,GER,1992 Summer,Wrestling,Silver,27.0,165.0,58.0
F,CHN,2016 Summer,Synchronized Swimming,Silver,21.0,170.0,58.0
F,CHN,2004 Summer,Sailing,Silver,25.0,170.0,59.0
F,CHN,2008 Summer,Sailing,Gold,29.0,170.0,59.0
F,CHN,2016 Summer,Boxing,Silver,25.0,167.0,60.0
M,NED,1988 Winter,Speed Skating,Silver,24.0,181.0,79.0
M,PHI,1928 Summer,Swimming,Bronze,25.0,170.0,73.0
M,PHI,1932 Summer,Swimming,Bronze,29.0,170.0,73.0
M,FIN,2000 Summer,Wrestling,Bronze,26.0,170.0,80.0
M,FIN,2004 Summer,Wrestling,Silver,30.0,170.0,80.0
M,FIN,1984 Winter,Nordic Combined,Bronze,21.0,176.0,67.0
M,FIN,1988 Winter,Ski Jumping,Gold,22.0,179.0,65.5
M,FIN,1998 Winter,Ice Hockey,Bronze,25.0,185.0,84.0
M,FIN,1952 Summer,Shooting,Silver,34.0,169.0,67.0
M,FIN,1956 Summer,Shooting,Bronze,38.0,169.0,67.0
M,FRA,2016 Summer,Boxing,Gold,24.0,200.0,105.0
F,JPN,2004 Summer,Judo,Silver,23.0,153.0,52.0
M,JPN,1968 Summer,Volleyball,Silver,21.0,194.0,84.0
M,JPN,1972 Summer,Volleyball,Gold,24.0,194.0,84.0
F,JPN,1976 Summer,Volleyball,Gold,21.0,174.0,71.0
M,JPN,1968 Summer,Football,Bronze,25.0,175.0,72.0
M,JPN,2004 Summer,Gymnastics,Gold,26.0,172.0,65.0
M,JPN,2004 Summer,Gymnastics,Bronze,26.0,172.0,65.0
F,JPN,2000 Summer,Synchronized Swimming,Silver,24.0,164.0,55.0
F,JPN,2004 Summer,Synchronized Swimming,Silver,28.0,164.0,55.0
F,JPN,2000 Summer,Synchronized Swimming,Silver,21.0,174.0,63.0
M,JPN,2012 Summer,Wrestling,Gold,25.0,169.0,66.0
M,KOR,2008 Summer,Table Tennis,Bronze,25.0,172.0,66.0
F,KOR,2008 Summer,Weightlifting,Silver,22.0,158.0,53.0
F,KOR,2016 Summer,Weightlifting,Bronze,29.0,158.0,53.0
M,BUL,1968 Summer,Football,Silver,24.0,183.0,77.0
M,BUL,1992 Summer,Wrestling,Bronze,32.0,160.0,58.0
M,BUL,1996 Summer,Wrestling,Gold,36.0,160.0,58.0
F,BUL,1976 Summer,Rowing,Silver,22.0,168.0,62.0
F,BUL,1976 Summer,Basketball,Bronze,20.0,182.0,72.0
F,BUL,1976 Summer,Rowing,Gold,25.0,168.0,62.0
F,BUL,1996 Summer,Shooting,Silver,25.0,162.0,55.0
F,BUL,1972 Summer,Athletics,Silver,30.0,167.0,52.0
M,AUS,1992 Summer,Hockey,Silver,24.0,183.0,75.0
M,AUS,1996 Summer,Hockey,Bronze,28.0,183.0,75.0
M,AUS,2000 Summer,Hockey,Bronze,32.0,183.0,75.0
M,USA,2002 Winter,Ice Hockey,Silver,24.0,178.0,84.0
M,USA,1956 Summer,Swimming,Gold,23.0,178.0,74.0
M,JPN,1992 Summer,Judo,Gold,22.0,180.0,90.0
F,JPN,2016 Summer,Synchronized Swimming,Bronze,24.0,167.0,57.0
F,JPN,1976 Summer,Volleyball,Gold,21.0,175.0,71.0
F,JPN,2004 Summer,Wrestling,Gold,21.0,157.0,55.0
F,JPN,2008 Summer,Wrestling,Gold,25.0,157.0,55.0
F,JPN,2012 Summer,Wrestling,Gold,29.0,157.0,55.0
F,JPN,2016 Summer,Wrestling,Silver,33.0,157.0,55.0
F,JPN,1968 Summer,Volleyball,Silver,25.0,172.0,64.0
M,JPN,1964 Summer,Wrestling,Gold,22.0,161.0,56.0
M,JPN,1960 Summer,Shooting,Bronze,23.0,165.0,58.0
M,JPN,1964 Summer,Shooting,Bronze,28.0,165.0,58.0
M,JPN,2016 Summer,Table Tennis,Silver,23.0,177.0,61.0
M,BUL,1992 Summer,Weightlifting,Silver,23.0,165.0,79.0
M,BUL,1996 Summer,Weightlifting,Silver,27.0,165.0,79.0
M,CHN,2016 Summer,Gymnastics,Bronze,24.0,162.0,60.0
M,USA,1936 Summer,Athletics,Silver,20.0,184.0,77.0
M,USA,1952 Summer,Athletics,Gold,23.0,195.0,93.0
F,USA,1988 Summer,Athletics,Gold,23.0,165.0,57.0
F,USA,1992 Summer,Athletics,Silver,27.0,165.0,57.0
M,USA,1960 Summer,Athletics,Gold,19.0,190.0,79.0
M,USA,2000 Summer,Baseball,Gold,31.0,182.0,106.0
M,USA,1968 Summer,Athletics,Bronze,31.0,175.0,67.0
M,USA,2004 Summer,Gymnastics,Silver,27.0,160.0,55.0
M,USA,1992 Summer,Athletics,Gold,25.0,194.0,82.0
M,USA,1968 Summer,Athletics,Bronze,25.0,178.0,67.0
M,USA,1972 Summer,Athletics,Bronze,29.0,178.0,67.0
M,USA,2002 Winter,Ice Hockey,Silver,34.0,185.0,91.0
F,USA,1976 Winter,Speed Skating,Gold,25.0,163.0,59.0
F,USA,1976 Winter,Speed Skating,Bronze,25.0,163.0,59.0
F,USA,1976 Winter,Speed Skating,Silver,25.0,163.0,59.0
M,USA,2000 Summer,Baseball,Gold,26.0,172.0,77.0
M,USA,1996 Summer,Rowing,Silver,28.0,193.0,94.0
M,USA,1968 Summer,Diving,Bronze,21.0,175.0,63.0
F,USA,2004 Summer,Beach Volleyball,Bronze,34.0,183.0,66.0
M,MEX,1984 Summer,Cycling,Bronze,22.0,165.0,56.0
M,BUL,2000 Summer,Gymnastics,Bronze,27.0,163.0,62.0
M,BUL,2000 Summer,Gymnastics,Bronze,27.0,163.0,62.0
M,BUL,2004 Summer,Gymnastics,Bronze,31.0,163.0,62.0
M,BUL,2004 Summer,Gymnastics,Silver,31.0,163.0,62.0
M,FIN,1928 Summer,Athletics,Gold,25.0,183.0,82.0
F,CHN,2012 Summer,Shooting,Bronze,24.0,158.0,50.0
F,KOR,1976 Summer,Volleyball,Bronze,22.0,171.0,61.0
F,CHN,1996 Summer,Football,Silver,23.0,163.0,58.0
M,KOR,1984 Summer,Wrestling,Gold,26.0,169.0,68.0
F,KOR,1976 Summer,Volleyball,Bronze,22.0,172.0,61.0
F,KOR,1996 Summer,Table Tennis,Bronze,20.0,164.0,55.0
F,KOR,2000 Summer,Table Tennis,Bronze,24.0,164.0,55.0
M,KOR,1988 Summer,Table Tennis,Gold,20.0,166.0,58.0
M,KOR,1988 Summer,Table Tennis,Bronze,20.0,166.0,58.0
M,KOR,1992 Summer,Table Tennis,Bronze,24.0,166.0,58.0
M,KOR,1996 Summer,Table Tennis,Bronze,28.0,166.0,58.0
M,KOR,1992 Summer,Gymnastics,Bronze,19.0,155.0,57.0
M,KOR,2004 Summer,Table Tennis,Gold,22.0,178.0,72.0
M,KOR,2008 Summer,Table Tennis,Bronze,26.0,178.0,72.0
M,KOR,2012 Summer,Table Tennis,Silver,29.0,178.0,72.0
F,CHN,2016 Summer,Judo,Bronze,29.0,182.0,128.0
M,KOR,2008 Summer,Gymnastics,Silver,24.0,165.0,59.0
F,CHN,2008 Summer,Badminton,Bronze,22.0,166.0,62.0
F,CHN,2008 Summer,Badminton,Gold,22.0,166.0,62.0
M,KOR,2000 Summer,Badminton,Silver,25.0,173.0,69.0
M,KOR,2004 Summer,Badminton,Silver,29.0,173.0,69.0
M,CHN,1996 Summer,Diving,Silver,20.0,164.0,60.0
F,CHN,2000 Summer,Judo,Gold,26.0,172.0,90.0
F,TPE,2004 Summer,Archery,Bronze,19.0,168.0,62.0
F,CHN,2016 Summer,Volleyball,Gold,19.0,201.0,78.0
M,CHN,1998 Winter,Short Track Speed Skating,Bronze,18.0,179.0,70.0
F,CHN,2010 Winter,Curling,Bronze,24.0,167.0,65.0
M,JPN,1968 Summer,Football,Bronze,23.0,168.0,62.0
F,INA,2008 Summer,Badminton,Bronze,23.0,167.0,53.0
M,URS,1976 Summer,Wrestling,Gold,24.0,160.0,57.0
M,JPN,2008 Summer,Wrestling,Bronze,23.0,166.0,60.0
M,JPN,2012 Summer,Wrestling,Bronze,27.0,164.0,55.0
F,KOR,1984 Summer,Handball,Silver,20.0,178.0,65.0
F,KOR,2000 Summer,Archery,Gold,17.0,167.0,55.0
F,KOR,2000 Summer,Archery,Gold,17.0,167.0,55.0
F,KOR,2004 Summer,Archery,Gold,21.0,167.0,55.0
F,KOR,2008 Summer,Archery,Bronze,23.0,162.0,63.0
F,KOR,2008 Summer,Archery,Gold,23.0,162.0,63.0
M,KOR,2012 Summer,Football,Bronze,22.0,183.0,76.0
F,KOR,1984 Summer,Handball,Silver,20.0,168.0,65.0
M,KOR,1988 Summer,Handball,Silver,23.0,178.0,76.0
F,KOR,1976 Summer,Volleyball,Bronze,23.0,170.0,64.0
F,KOR,1988 Summer,Archery,Bronze,17.0,170.0,68.0
F,KOR,1988 Summer,Archery,Gold,17.0,170.0,68.0
F,URS,1976 Summer,Swimming,Silver,16.0,165.0,58.0
M,UKR,2008 Summer,Athletics,Bronze,30.0,175.0,75.0
M,URS,1976 Summer,Canoeing,Silver,26.0,195.0,96.0
M,URS,1980 Summer,Canoeing,Bronze,30.0,195.0,96.0
M,RUS,2004 Summer,Water Polo,Bronze,21.0,201.0,104.0
M,EUN,1992 Winter,Ice Hockey,Gold,20.0,180.0,94.0
M,RUS,1998 Winter,Ice Hockey,Silver,26.0,180.0,94.0
F,RUS,1996 Summer,Rhythmic Gymnastics,Bronze,16.0,173.0,50.0
F,URS,1976 Summer,Volleyball,Silver,28.0,171.0,67.0
F,NGR,1996 Summer,Athletics,Silver,25.0,170.0,58.0
M,CAN,2002 Winter,Ice Hockey,Gold,36.0,180.0,84.0
F,FRA,2016 Summer,Handball,Silver,23.0,171.0,66.0
M,ARG,1932 Summer,Athletics,Gold,20.0,165.0,55.0
M,ARG,2008 Summer,Football,Gold,23.0,174.0,74.0
M,GER,1996 Summer,Canoeing,Gold,22.0,190.0,86.0
M,GER,2000 Summer,Canoeing,Silver,27.0,190.0,86.0
M,GER,2004 Summer,Canoeing,Silver,30.0,190.0,86.0
M,URS,1960 Summer,Shooting,Bronze,28.0,168.0,72.0
F,URS,1960 Summer,Fencing,Gold,23.0,157.0,58.0
F,URS,1968 Summer,Fencing,Gold,31.0,157.0,58.0
F,URS,1972 Summer,Fencing,Gold,35.0,157.0,58.0
F,RUS,2012 Summer,Cycling,Bronze,32.0,175.0,61.0
F,RUS,2016 Summer,Cycling,Silver,36.0,175.0,61.0
F,ESP,1992 Summer,Sailing,Gold,27.0,164.0,53.0
F,ESP,1996 Summer,Sailing,Gold,31.0,164.0,53.0
M,POL,1928 Summer,Fencing,Bronze,31.0,170.0,62.0
F,RUS,1996 Summer,Cycling,Gold,22.0,178.0,65.0
F,RUS,2004 Summer,Weightlifting,Silver,18.0,168.0,73.0
F,RUS,2012 Summer,Weightlifting,Silver,26.0,168.0,73.0
M,URS,1988 Summer,Swimming,Bronze,25.0,194.0,90.0
F,EUN,1992 Summer,Basketball,Gold,25.0,180.0,70.0
M,POL,1956 Summer,Fencing,Silver,25.0,166.0,61.0
M,POL,1960 Summer,Fencing,Silver,29.0,166.0,61.0
M,POL,1964 Summer,Fencing,Bronze,33.0,166.0,61.0
M,GDR,1976 Summer,Sailing,Bronze,32.0,173.0,75.0
F,SWE,2004 Summer,Sailing,Bronze,26.0,176.0,68.0
F,FRG,1988 Summer,Athletics,Bronze,26.0,170.0,57.0
M,LTU,2004 Summer,Modern Pentathlon,Silver,29.0,176.0,74.0
M,LTU,2008 Summer,Modern Pentathlon,Bronze,33.0,176.0,74.0
F,CAN,2016 Summer,Football,Bronze,23.0,172.0,67.0
M,BUL,1968 Summer,Football,Silver,20.0,176.0,68.0
M,ROU,1972 Summer,Canoeing,Silver,23.0,187.0,87.0
M,ROU,1980 Summer,Canoeing,Silver,31.0,187.0,87.0
F,AUS,2012 Summer,Water Polo,Bronze,21.0,174.0,72.0
M,URS,1980 Summer,Hockey,Bronze,21.0,175.0,75.0
F,USA,2004 Summer,Fencing,Gold,19.0,173.0,72.0
F,USA,2008 Summer,Fencing,Gold,23.0,173.0,72.0
F,USA,2008 Summer,Fencing,Bronze,23.0,173.0,72.0
F,USA,2016 Summer,Fencing,Bronze,31.0,173.0,72.0
M,HUN,1988 Summer,Shooting,Bronze,28.0,180.0,90.0
M,GER,1960 Summer,Shooting,Bronze,20.0,176.0,79.0
F,CZE,2010 Winter,Alpine Skiing,Bronze,25.0,174.0,66.0
M,GRE,1960 Summer,Sailing,Gold,23.0,174.0,67.0
F,BRA,2000 Summer,Basketball,Bronze,22.0,190.0,70.0
M,AUT,2016 Summer,Sailing,Bronze,30.0,180.0,77.0
M,TCH,1968 Summer,Volleyball,Bronze,22.0,186.0,83.0
M,POL,1972 Summer,Judo,Silver,24.0,170.0,73.0
M,PAK,1964 Summer,Hockey,Silver,27.0,168.0,68.0
F,HUN,1980 Summer,Canoeing,Bronze,27.0,165.0,58.0
