Medal,age-height-weight_0,age-height-weight_1,age-height-weight_2
Gold,31.0,192.0,91.0
Silver,35.0,192.0,91.0
Bronze,39.0,192.0,91.0
Bronze,26.0,179.0,79.0
Bronze,38.0,179.0,79.0
Gold,24.0,177.0,73.0
Bronze,40.0,177.0,73.0
Silver,19.0,173.0,70.0
Silver,23.0,173.0,70.0
Silver,30.0,185.0,72.0
Silver,30.0,185.0,72.0
Gold,30.0,185.0,72.0
Gold,21.0,186.0,80.0
Silver,28.0,196.0,98.0
Bronze,22.0,180.0,60.0
Gold,22.0,180.0,60.0
Silver,22.0,180.0,60.0
Silver,19.0,193.0,89.0
Silver,23.0,193.0,89.0
Gold,24.0,160.0,55.0
Silver,24.0,186.0,79.0
Silver,24.0,186.0,82.0
Bronze,18.0,184.0,74.0
Silver,21.0,184.0,74.0
Gold,21.0,184.0,74.0
Gold,22.0,170.0,54.0
Silver,30.0,170.0,59.0
Silver,34.0,170.0,59.0
Silver,33.0,185.0,95.0
Gold,30.0,181.0,70.0
Silver,27.0,193.0,89.0
Silver,22.0,173.0,59.0
Bronze,28.0,180.0,75.0
Bronze,22.0,198.0,91.0
Silver,26.0,198.0,91.0
Silver,28.0,182.0,78.0
Bronze,25.0,192.0,86.0
Gold,24.0,198.0,100.0
Silver,21.0,167.0,60.0
Gold,25.0,167.0,60.0
Bronze,29.0,174.0,73.0
Silver,32.0,180.0,63.0
Gold,23.0,178.0,55.0
Gold,33.0,170.0,55.0
Silver,23.0,167.0,62.0
Gold,31.0,183.0,91.0
Silver,18.0,170.0,57.0
Silver,20.0,212.0,95.0
Bronze,20.0,180.0,72.0
Bronze,24.0,178.0,79.0
Bronze,32.0,192.0,97.0
Silver,18.0,148.0,40.0
Gold,18.0,148.0,40.0
Silver,36.0,173.0,70.0
Bronze,23.0,183.0,85.0
Silver,27.0,175.0,68.0
Bronze,35.0,170.0,62.0
Bronze,21.0,173.0,65.0
Silver,27.0,173.0,57.0
Bronze,20.0,174.0,61.0
Bronze,27.0,172.0,64.0
Bronze,25.0,193.0,93.0
Silver,29.0,193.0,93.0
Gold,23.0,190.0,96.0
Bronze,23.0,183.0,79.0
Bronze,28.0,160.0,65.0
Bronze,25.0,190.0,91.0
Gold,19.0,173.0,59.0
Gold,19.0,173.0,59.0
Gold,29.0,183.0,70.0
Gold,33.0,183.0,70.0
Gold,33.0,183.0,70.0
Gold,23.0,185.0,72.0
Bronze,25.0,168.0,55.0
Gold,19.0,172.0,64.0
Silver,23.0,172.0,64.0
Bronze,20.0,165.0,70.0
Gold,20.0,165.0,70.0
Silver,24.0,165.0,70.0
Bronze,28.0,165.0,70.0
Bronze,32.0,165.0,70.0
Gold,23.0,172.0,70.0
Gold,24.0,190.0,81.0
Bronze,24.0,190.0,81.0
Bronze,31.0,167.0,62.0
Bronze,33.0,185.0,85.0
Gold,23.0,172.0,65.0
Bronze,26.0,186.0,84.0
Silver,26.0,169.0,59.0
Gold,22.0,176.0,75.0
Bronze,14.0,160.0,49.0
Gold,27.0,190.0,102.0
Gold,31.0,190.0,102.0
Gold,34.0,190.0,102.0
Silver,23.0,204.0,120.0
Bronze,29.0,158.0,56.0
Gold,29.0,158.0,56.0
Silver,23.0,173.0,66.0
Silver,23.0,173.0,66.0
Gold,23.0,173.0,66.0
Silver,27.0,173.0,66.0
Silver,23.0,178.0,74.0
Bronze,25.0,183.0,81.0
Silver,25.0,179.0,75.0
Silver,19.0,178.0,76.0
Bronze,28.0,207.0,92.0
Silver,26.0,184.0,84.0
Gold,37.0,164.0,66.0
Bronze,41.0,164.0,66.0
Bronze,22.0,192.0,101.0
Silver,18.0,180.0,74.0
Silver,21.0,176.0,68.0
Gold,25.0,176.0,68.0
Bronze,29.0,176.0,68.0
Bronze,25.0,182.0,80.0
Bronze,25.0,184.0,74.0
Silver,22.0,170.0,67.0
Gold,22.0,160.0,54.0
Gold,26.0,160.0,54.0
Silver,24.0,188.0,76.0
Bronze,27.0,176.0,70.0
Gold,25.0,181.0,97.0
Silver,31.0,181.0,97.0
Gold,29.0,172.0,64.0
Bronze,32.0,170.0,74.0
Silver,30.0,177.0,71.0
Bronze,27.0,194.0,95.0
Bronze,25.0,170.0,61.0
Gold,25.0,170.0,61.0
Gold,29.0,170.0,64.0
Silver,26.0,194.0,95.0
Gold,15.0,176.0,75.0
Bronze,27.0,173.0,69.0
Gold,27.0,181.0,80.0
Gold,20.0,187.0,83.0
Silver,29.0,174.0,70.0
Bronze,25.0,176.0,70.0
Silver,25.0,179.0,79.0
Bronze,15.0,187.0,80.0
Gold,15.0,187.0,80.0
Gold,15.0,187.0,80.0
Bronze,24.0,165.0,62.0
Silver,24.0,165.0,62.0
Bronze,32.0,165.0,62.0
Bronze,26.0,186.0,74.0
Silver,27.0,190.0,75.0
Bronze,31.0,190.0,75.0
Gold,27.0,185.0,81.0
Bronze,31.0,176.0,65.0
Gold,30.0,172.0,74.0
Silver,25.0,189.0,95.0
Bronze,27.0,196.0,85.0
Silver,28.0,166.0,49.0
Gold,26.0,177.0,82.0
Bronze,34.0,183.0,86.0
Gold,42.0,183.0,86.0
Gold,18.0,168.0,57.0
Silver,26.0,171.0,63.0
Bronze,16.0,168.0,57.0
Bronze,23.0,175.0,76.0
Silver,20.0,177.0,75.0
Bronze,24.0,170.0,77.0
Silver,22.0,185.0,81.0
Silver,21.0,186.0,81.0
Gold,19.0,172.0,59.0
Gold,25.0,183.0,80.0
Gold,22.0,165.0,67.0
Silver,42.0,170.0,73.0
Silver,47.0,170.0,73.0
Gold,23.0,199.0,93.0
Silver,22.0,183.0,84.0
Gold,24.0,192.0,84.0
Bronze,28.0,192.0,84.0
Gold,28.0,192.0,84.0
Gold,24.0,167.0,58.0
Gold,27.0,174.0,88.0
Gold,26.0,175.0,68.0
Gold,24.0,184.0,86.0
Bronze,26.0,198.0,94.0
Silver,16.0,151.0,44.0
Bronze,22.0,170.0,65.0
Bronze,20.0,167.0,55.0
Silver,27.0,173.0,86.0
Bronze,28.0,186.0,88.0
Silver,28.0,188.0,112.0
Silver,20.0,160.0,54.0
Bronze,20.0,166.0,65.0
Bronze,21.0,180.0,59.0
Gold,26.0,178.0,72.0
Gold,24.0,184.0,78.0
Silver,36.0,174.0,84.0
Bronze,44.0,176.0,68.0
Gold,23.0,173.0,66.0
Bronze,27.0,192.0,95.0
Silver,30.0,204.0,110.0
Silver,22.0,180.0,86.0
Silver,26.0,180.0,86.0
Bronze,20.0,175.0,80.0
Gold,24.0,175.0,80.0
Gold,22.0,154.0,48.0
Gold,27.0,185.0,90.0
Gold,31.0,185.0,90.0
Gold,27.0,173.0,123.0
Silver,31.0,173.0,54.0
Bronze,19.0,163.0,60.0
Gold,23.0,163.0,60.0
Bronze,23.0,163.0,60.0
Silver,23.0,163.0,60.0
Gold,24.0,182.0,76.0
Silver,24.0,171.0,85.0
Gold,26.0,195.0,77.0
Gold,26.0,186.0,85.0
Gold,28.0,180.0,73.0
Bronze,28.0,180.0,73.0
Gold,30.0,194.0,93.0
Silver,25.0,200.0,97.0
Silver,37.0,183.0,100.0
Silver,35.0,170.0,70.0
Bronze,39.0,170.0,70.0
Bronze,22.0,178.0,81.0
Bronze,26.0,180.0,73.0
Silver,23.0,197.0,86.0
Bronze,27.0,197.0,86.0
Bronze,20.0,181.0,84.0
Gold,29.0,162.0,54.0
Silver,28.0,163.0,58.0
Silver,25.0,175.0,63.0
Bronze,23.0,170.0,89.0
Gold,20.0,190.0,88.0
Bronze,24.0,190.0,88.0
Bronze,32.0,191.0,76.0
Silver,23.0,170.0,70.0
Gold,20.0,175.0,71.0
Gold,20.0,175.0,71.0
Silver,31.0,180.0,76.0
Bronze,27.0,171.0,61.0
Silver,22.0,169.0,59.0
Silver,29.0,187.0,94.0
Silver,37.0,187.0,94.0
Bronze,23.0,186.0,78.0
Bronze,29.0,180.0,80.0
Silver,23.0,188.0,95.0
Silver,23.0,188.0,95.0
Gold,22.0,156.0,48.0
Bronze,26.0,156.0,48.0
Silver,26.0,191.0,98.0
Gold,26.0,163.0,54.0
Silver,29.0,185.0,66.0
Silver,25.0,173.0,62.0
Bronze,24.0,170.0,71.0
Gold,27.0,188.0,72.0
Gold,22.0,191.0,86.0
Gold,22.0,191.0,86.0
Bronze,30.0,191.0,86.0
Gold,30.0,191.0,86.0
Bronze,25.0,173.0,62.0
Bronze,28.0,166.0,68.0
Silver,32.0,180.0,83.0
Silver,23.0,193.0,89.0
Gold,25.0,165.0,66.0
Silver,29.0,165.0,66.0
Silver,28.0,167.0,57.0
Gold,25.0,172.0,68.0
Gold,32.0,182.0,86.0
Silver,24.0,167.0,62.0
Bronze,20.0,186.0,68.0
Bronze,24.0,164.0,54.0
Gold,31.0,188.0,98.0
Silver,33.0,180.0,78.0
Bronze,37.0,180.0,78.0
Silver,22.0,173.0,66.0
Gold,21.0,169.0,67.0
Bronze,28.0,176.0,75.0
Silver,27.0,175.0,82.0
Bronze,24.0,203.0,92.0
Gold,28.0,203.0,92.0
Bronze,22.0,180.0,78.0
Silver,22.0,176.0,66.0
Gold,26.0,176.0,66.0
Silver,27.0,181.0,80.0
Silver,27.0,181.0,80.0
Bronze,27.0,181.0,78.0
Gold,26.0,172.0,74.0
Bronze,24.0,183.0,80.0
Silver,22.0,180.0,82.0
Bronze,22.0,180.0,82.0
Silver,26.0,180.0,82.0
Gold,26.0,180.0,82.0
Silver,22.0,175.0,67.0
Silver,24.0,190.0,90.0
Gold,27.0,194.0,94.0
Bronze,25.0,166.0,62.0
Silver,29.0,166.0,62.0
Silver,16.0,184.0,76.0
Gold,16.0,184.0,76.0
Gold,16.0,184.0,76.0
Gold,17.0,180.0,77.0
Silver,21.0,184.0,90.0
Bronze,25.0,184.0,90.0
Gold,29.0,184.0,90.0
Silver,24.0,180.0,75.0
Gold,28.0,180.0,75.0
Bronze,24.0,176.0,71.0
Gold,19.0,180.0,82.0
Gold,23.0,180.0,82.0
Bronze,55.0,168.0,75.0
Bronze,20.0,179.0,70.0
Gold,24.0,183.0,74.0
Silver,25.0,166.0,62.0
Silver,24.0,180.0,78.0
Gold,28.0,180.0,78.0
Silver,23.0,173.0,65.0
Gold,22.0,185.0,67.0
Gold,16.0,170.0,52.0
Gold,16.0,170.0,52.0
Silver,25.0,158.0,55.0
Bronze,23.0,160.0,57.0
Silver,23.0,183.0,84.0
Gold,27.0,183.0,84.0
Bronze,34.0,185.0,90.0
Silver,21.0,175.0,61.0
Bronze,25.0,170.0,82.0
Silver,29.0,170.0,82.0
Silver,21.0,163.0,59.0
Bronze,17.0,179.0,56.0
Gold,16.0,188.0,70.0
Gold,28.0,188.0,70.0
Bronze,19.0,166.0,55.0
Bronze,32.0,195.0,93.0
Silver,29.0,190.0,85.0
Bronze,22.0,175.0,55.0
Silver,16.0,163.0,67.0
Silver,24.0,163.0,67.0
Silver,31.0,193.0,95.0
Bronze,32.0,185.0,78.0
Gold,30.0,168.0,62.0
Silver,23.0,165.0,63.0
Bronze,46.0,162.0,51.0
Bronze,36.0,167.0,63.0
Bronze,27.0,179.0,69.0
Bronze,29.0,185.0,82.0
Gold,26.0,160.0,52.0
Gold,27.0,153.0,53.0
Bronze,27.0,153.0,53.0
Silver,19.0,175.0,68.0
Silver,23.0,191.0,85.0
Gold,28.0,183.0,75.0
Gold,26.0,177.0,66.0
Gold,29.0,177.0,66.0
Bronze,23.0,181.0,73.0
Gold,28.0,175.0,75.0
Gold,33.0,175.0,75.0
Bronze,26.0,184.0,86.0
Silver,27.0,173.0,67.0
Silver,21.0,188.0,83.0
Gold,26.0,185.0,86.0
Gold,22.0,179.0,70.0
Gold,26.0,197.0,100.0
Silver,30.0,197.0,100.0
Silver,30.0,197.0,100.0
Bronze,34.0,197.0,100.0
Bronze,29.0,183.0,86.0
Gold,26.0,165.0,53.0
Silver,22.0,176.0,72.0
Silver,22.0,181.0,72.0
Gold,24.0,194.0,96.0
Silver,23.0,187.0,75.0
Gold,24.0,180.0,95.0
Bronze,32.0,180.0,95.0
Bronze,18.0,173.0,74.0
Silver,24.0,168.0,58.0
Silver,25.0,190.0,83.0
Silver,36.0,175.0,58.0
Silver,26.0,178.0,77.0
Gold,27.0,186.0,80.0
Gold,34.0,183.0,73.0
Gold,38.0,183.0,73.0
Gold,25.0,171.0,56.0
Silver,22.0,165.0,59.0
Bronze,29.0,179.0,86.0
Silver,32.0,178.0,69.0
Silver,22.0,182.0,79.0
Silver,32.0,195.0,115.0
Bronze,27.0,183.0,81.0
Silver,19.0,185.0,81.0
Gold,27.0,175.0,79.0
Gold,31.0,175.0,79.0
Silver,35.0,175.0,79.0
Bronze,23.0,164.0,60.0
Bronze,20.0,202.0,103.0
Gold,24.0,202.0,103.0
Bronze,22.0,176.0,69.0
Silver,26.0,176.0,69.0
Gold,30.0,163.0,62.0
Silver,19.0,179.0,64.0
Gold,23.0,166.0,63.0
Gold,25.0,175.0,67.0
Silver,26.0,170.0,62.0
Silver,23.0,180.0,82.5
Bronze,26.0,170.0,68.0
Bronze,30.0,170.0,68.0
Bronze,19.0,182.0,87.0
Gold,30.0,191.0,78.0
Gold,18.0,195.0,97.0
Gold,22.0,195.0,97.0
Gold,23.0,155.0,56.0
Silver,27.0,155.0,56.0
Gold,32.0,180.0,90.0
Silver,29.0,187.0,86.0
Silver,33.0,195.0,105.0
Silver,34.0,163.0,57.0
Silver,25.0,170.0,60.0
Gold,29.0,170.0,60.0
Gold,34.0,170.0,60.0
Silver,28.0,178.0,84.0
Gold,24.0,185.0,130.0
Silver,23.0,176.0,75.0
Silver,20.0,165.0,70.0
Gold,23.0,165.0,70.0
Silver,26.0,170.0,76.0
Gold,21.0,189.0,87.0
Silver,24.0,157.0,60.0
Gold,21.0,206.0,88.0
Bronze,23.0,172.0,70.0
Bronze,30.0,176.0,71.0
Silver,61.0,185.0,76.0
Gold,30.0,204.0,98.0
Bronze,27.0,187.0,92.0
Silver,30.0,190.0,91.0
Bronze,33.0,172.0,61.0
Gold,19.0,172.0,70.0
Silver,23.0,179.0,79.0
Silver,27.0,179.0,79.0
Silver,24.0,188.0,91.0
Silver,24.0,188.0,91.0
Bronze,32.0,188.0,91.0
Silver,32.0,188.0,91.0
Gold,32.0,188.0,91.0
Bronze,36.0,188.0,91.0
Gold,20.0,190.0,68.0
Silver,27.0,168.0,68.0
Gold,24.0,180.0,80.0
Bronze,28.0,180.0,68.0
Gold,23.0,180.0,65.0
Gold,24.0,163.0,55.0
Silver,22.0,183.0,79.0
Bronze,25.0,183.0,79.0
Silver,21.0,180.0,67.0
Gold,25.0,180.0,67.0
Bronze,24.0,157.0,63.0
Gold,31.0,200.0,86.0
Silver,29.0,188.0,76.0
Silver,21.0,193.0,93.0
Bronze,21.0,193.0,93.0
Silver,15.0,147.0,39.0
Bronze,15.0,147.0,39.0
Bronze,15.0,147.0,39.0
Silver,15.0,147.0,39.0
Gold,19.0,147.0,39.0
Gold,22.0,185.0,69.0
Bronze,25.0,165.0,59.0
Gold,18.0,175.0,63.0
Bronze,22.0,175.0,63.0
Gold,26.0,180.0,68.0
Silver,24.0,157.0,50.0
Gold,28.0,157.0,50.0
Gold,26.0,180.0,67.0
Bronze,15.0,152.0,41.0
Bronze,26.0,193.0,80.0
Bronze,17.0,193.0,89.0
Gold,17.0,193.0,89.0
Bronze,27.0,170.0,58.0
Silver,22.0,185.0,76.0
Bronze,24.0,186.0,85.0
Bronze,28.0,186.0,85.0
Silver,22.0,188.0,77.0
Silver,24.0,183.0,73.0
Bronze,27.0,190.0,84.0
Gold,33.0,170.0,90.0
Bronze,36.0,158.0,64.0
Gold,31.0,178.0,80.0
Silver,26.0,178.0,73.0
Bronze,19.0,185.0,78.0
Gold,26.0,185.0,84.0
Gold,33.0,185.0,84.0
Silver,27.0,170.0,56.0
Silver,31.0,170.0,56.0
Gold,35.0,170.0,56.0
Bronze,21.0,159.0,55.0
Bronze,23.0,196.0,87.0
Silver,27.0,196.0,87.0
Gold,31.0,196.0,87.0
Bronze,21.0,168.0,64.0
Silver,23.0,186.0,84.0
Silver,21.0,180.0,140.0
Bronze,21.0,174.0,72.0
Silver,23.0,156.0,60.0
Gold,27.0,156.0,60.0
Bronze,21.0,148.0,57.0
Bronze,23.0,181.0,76.0
Bronze,38.0,172.0,59.0
Silver,34.0,190.0,75.0
Silver,28.0,180.0,82.0
Gold,32.0,175.0,84.0
Gold,20.0,166.0,63.0
Gold,27.0,185.0,82.0
Bronze,30.0,180.0,90.0
Gold,26.0,179.0,84.0
Bronze,25.0,185.0,74.0
Bronze,24.0,175.0,64.0
Bronze,27.0,173.0,68.0
Bronze,31.0,173.0,68.0
Bronze,21.0,178.0,71.0
Gold,21.0,178.0,85.0
Silver,18.0,161.0,60.0
Gold,25.0,178.0,92.0
Silver,21.0,174.0,73.0
Bronze,25.0,152.0,48.0
Bronze,24.0,187.0,99.0
Gold,35.0,196.0,90.0
Silver,25.0,190.0,106.0
Bronze,29.0,190.0,106.0
Gold,26.0,188.0,87.0
Silver,32.0,188.0,87.0
Silver,26.0,193.0,130.0
Silver,18.0,142.0,32.0
Silver,20.0,164.0,51.0
Bronze,25.0,208.0,100.0
Bronze,23.0,189.0,83.0
Gold,27.0,155.0,56.0
Bronze,34.0,183.0,103.0
Silver,22.0,177.0,83.0
Bronze,26.0,176.0,90.0
Silver,24.0,173.0,66.0
Gold,24.0,173.0,66.0
Silver,26.0,173.0,66.0
Gold,35.0,169.0,60.0
Gold,26.0,190.0,90.0
Gold,30.0,190.0,90.0
Bronze,21.0,187.0,85.0
Gold,25.0,175.0,84.0
Bronze,22.0,163.0,63.0
Gold,26.0,163.0,63.0
Gold,21.0,159.0,50.0
Silver,23.0,159.0,50.0
Silver,21.0,166.0,62.0
Gold,21.0,166.0,62.0
Silver,21.0,166.0,62.0
Silver,21.0,166.0,62.0
Silver,19.0,183.0,75.0
Bronze,19.0,183.0,75.0
Silver,19.0,183.0,75.0
Gold,27.0,185.0,88.0
Silver,29.0,186.0,80.0
Gold,20.0,174.0,67.0
Bronze,40.0,187.0,100.0
Silver,18.0,175.0,68.0
Gold,18.0,175.0,68.0
Silver,22.0,175.0,68.0
Silver,28.0,183.0,86.0
Bronze,26.0,175.0,70.0
Silver,30.0,175.0,70.0
Bronze,21.0,173.0,51.0
Gold,25.0,173.0,51.0
Silver,25.0,185.0,79.0
Silver,22.0,162.0,50.0
Silver,26.0,162.0,50.0
Bronze,22.0,168.0,60.0
Silver,23.0,185.0,77.0
Silver,27.0,178.0,85.0
Gold,30.0,164.0,56.0
Bronze,26.0,170.0,56.0
Silver,28.0,194.0,89.0
Gold,20.0,170.0,75.0
Bronze,24.0,195.0,91.0
Gold,28.0,195.0,91.0
Bronze,22.0,168.0,57.0
Gold,21.0,161.0,62.0
Gold,25.0,161.0,62.0
Silver,21.0,184.0,76.0
Bronze,26.0,177.0,63.0
Bronze,23.0,168.0,58.0
Gold,31.0,168.0,58.0
Gold,25.0,159.0,55.0
Silver,25.0,159.0,55.0
Gold,25.0,159.0,55.0
Silver,33.0,158.0,51.0
Bronze,22.0,193.0,84.0
Gold,26.0,165.0,55.0
Gold,30.0,165.0,55.0
Gold,34.0,165.0,55.0
Bronze,30.0,183.0,88.0
Bronze,22.0,178.0,78.0
Gold,25.0,155.0,57.0
Silver,29.0,155.0,57.0
Bronze,18.0,177.0,68.0
Silver,26.0,145.0,48.0
Bronze,30.0,145.0,48.0
Silver,21.0,178.0,70.0
Silver,20.0,154.0,58.0
Gold,24.0,154.0,58.0
Gold,28.0,154.0,58.0
Bronze,23.0,156.0,60.0
Silver,27.0,157.0,51.0
Gold,27.0,172.0,56.0
Bronze,33.0,176.0,80.0
Bronze,27.0,172.0,67.0
Silver,25.0,170.0,73.0
Bronze,24.0,182.0,72.0
Gold,15.0,179.0,66.0
Gold,15.0,179.0,66.0
Silver,24.0,188.0,87.0
Bronze,28.0,190.0,120.0
Silver,21.0,160.0,56.0
Bronze,20.0,178.0,71.0
Gold,27.0,182.0,70.0
Silver,31.0,182.0,70.0
Bronze,27.0,172.0,63.0
Silver,27.0,172.0,63.0
Silver,22.0,153.0,52.0
Bronze,23.0,154.0,52.0
Gold,28.0,190.0,85.0
Gold,22.0,180.0,73.0
Silver,26.0,180.0,73.0
Gold,20.0,175.0,73.0
Bronze,24.0,169.0,54.0
Bronze,19.0,196.0,91.0
Gold,22.0,174.0,66.0
Silver,17.0,140.0,38.0
Gold,20.0,177.0,80.0
Silver,20.0,177.0,80.0
Bronze,22.0,189.0,74.0
Silver,22.0,189.0,74.0
Silver,30.0,189.0,74.0
Gold,30.0,189.0,74.0
Silver,26.0,185.0,88.0
Silver,26.0,185.0,88.0
Bronze,25.0,180.0,94.0
Gold,16.0,170.0,68.0
Gold,16.0,170.0,68.0
Gold,14.0,139.0,34.0
Silver,26.0,187.0,84.0
Bronze,19.0,170.0,59.0
Silver,31.0,190.0,93.0
Silver,22.0,174.0,74.0
Silver,26.0,174.0,74.0
Gold,31.0,193.0,99.0
Bronze,24.0,170.0,55.0
Silver,25.0,175.0,78.0
Bronze,29.0,175.0,78.0
Silver,25.0,185.0,110.0
Gold,23.0,178.0,89.0
Silver,23.0,178.0,89.0
Gold,19.0,165.0,56.0
Bronze,30.0,167.0,58.0
Silver,30.0,167.0,58.0
Bronze,34.0,167.0,58.0
Silver,34.0,167.0,58.0
Silver,30.0,175.0,70.0
Bronze,23.0,171.0,57.0
Silver,23.0,185.0,78.0
Gold,22.0,201.0,78.0
Silver,29.0,188.0,75.0
Gold,18.0,180.0,86.0
Gold,24.0,174.0,69.0
Bronze,28.0,160.0,60.0
Silver,25.0,170.0,57.0
Silver,29.0,170.0,57.0
Silver,21.0,173.0,53.0
Bronze,19.0,181.0,69.0
Gold,26.0,182.0,70.0
Gold,22.0,168.0,75.0
Silver,26.0,168.0,75.0
Gold,25.0,195.0,83.0
Gold,29.0,195.0,83.0
Silver,23.0,190.0,76.0
Bronze,21.0,185.0,72.0
Silver,33.0,178.0,70.0
Silver,28.0,169.0,58.0
Gold,29.0,173.0,73.0
Silver,34.0,192.0,90.0
Bronze,25.0,159.0,65.0
Bronze,25.0,178.0,73.0
Bronze,31.0,181.0,80.0
Gold,24.0,176.0,70.0
Silver,21.0,198.0,107.0
Bronze,27.0,175.0,82.0
Gold,26.0,190.0,88.0
Silver,28.0,188.0,90.0
Bronze,25.0,189.0,125.0
Bronze,37.0,175.0,55.0
Silver,24.0,168.0,57.0
Bronze,26.0,172.0,66.0
Gold,23.0,183.0,73.0
Bronze,23.0,185.0,92.0
Silver,27.0,185.0,92.0
Gold,30.0,185.0,92.0
Bronze,34.0,185.0,92.0
Gold,25.0,193.0,104.0
Gold,29.0,193.0,104.0
Gold,33.0,193.0,104.0
Silver,23.0,193.0,86.0
Gold,27.0,193.0,86.0
Gold,25.0,182.0,87.0
Bronze,31.0,180.0,105.0
Silver,18.0,192.0,83.0
Bronze,32.0,196.0,100.0
Bronze,21.0,193.0,87.0
Silver,29.0,193.0,87.0
Silver,30.0,178.0,74.0
Gold,34.0,172.0,74.0
Bronze,19.0,178.0,75.0
Silver,26.0,178.0,76.0
Silver,35.0,186.0,81.0
Gold,28.0,189.0,77.0
Bronze,25.0,180.0,92.0
Gold,26.0,178.0,75.0
Gold,23.0,155.0,77.0
Gold,25.0,184.0,82.0
Silver,25.0,184.0,82.0
Bronze,29.0,184.0,82.0
Bronze,33.0,184.0,82.0
Silver,23.0,176.0,80.0
Gold,24.0,181.0,93.0
Silver,28.0,181.0,93.0
Silver,32.0,181.0,93.0
Gold,28.0,181.0,93.0
Silver,23.0,182.0,83.0
Gold,32.0,182.0,83.0
Bronze,30.0,161.0,57.0
Bronze,24.0,180.0,77.0
Bronze,23.0,167.0,49.0
Gold,25.0,190.0,85.0
Silver,20.0,184.0,83.0
Gold,21.0,191.0,88.0
Bronze,21.0,191.0,88.0
Gold,21.0,191.0,88.0
Gold,21.0,191.0,88.0
Gold,30.0,175.0,75.0
Silver,21.0,178.0,73.0
Bronze,26.0,183.0,100.0
Bronze,28.0,172.0,64.0
Silver,28.0,172.0,73.0
Silver,28.0,172.0,73.0
Bronze,36.0,172.0,73.0
Gold,40.0,172.0,73.0
Gold,40.0,172.0,73.0
Silver,27.0,167.0,68.0
Gold,19.0,186.0,78.0
Gold,28.0,164.0,73.0
Bronze,25.0,165.0,49.0
Silver,25.0,165.0,49.0
Bronze,30.0,189.0,97.0
Bronze,29.0,202.0,99.0
Gold,26.0,188.0,79.0
Silver,26.0,166.0,60.0
Bronze,30.0,182.0,77.0
Bronze,20.0,163.0,54.0
Silver,18.0,181.0,72.0
Silver,25.0,165.0,54.0
Silver,22.0,157.0,53.0
Silver,22.0,185.0,77.0
Silver,29.0,175.0,67.0
Silver,30.0,173.0,77.0
Bronze,25.0,182.0,67.0
Silver,21.0,149.0,45.0
Gold,24.0,187.0,87.0
Gold,27.0,170.0,97.0
Silver,27.0,165.0,54.0
Silver,29.0,184.0,74.0
Bronze,25.0,183.0,75.0
Silver,21.0,174.0,75.0
Silver,20.0,181.0,73.0
Silver,19.0,188.0,84.0
Silver,19.0,188.0,84.0
Gold,27.0,188.0,84.0
Bronze,27.0,167.0,70.0
Bronze,30.0,165.0,71.0
Bronze,14.0,168.0,53.0
Silver,34.0,170.0,65.0
Silver,24.0,172.0,60.0
Gold,24.0,182.0,90.0
Silver,29.0,181.0,72.0
Bronze,29.0,181.0,72.0
Bronze,20.0,182.0,76.0
Gold,26.0,175.0,60.0
Bronze,24.0,186.0,93.0
Gold,30.0,187.0,77.0
Silver,30.0,188.0,91.0
Bronze,24.0,172.0,76.0
Bronze,22.0,160.0,55.0
Silver,26.0,160.0,55.0
Gold,30.0,160.0,55.0
Silver,26.0,188.0,92.0
Silver,24.0,193.0,81.0
Silver,29.0,193.0,81.0
Bronze,28.0,177.0,81.0
Bronze,20.0,181.0,79.0
Gold,24.0,181.0,79.0
Gold,28.0,181.0,79.0
Silver,31.0,181.0,79.0
Gold,23.0,180.0,79.0
Bronze,16.0,143.0,31.0
Silver,23.0,175.0,78.0
Silver,27.0,175.0,78.0
Gold,34.0,174.0,63.0
Bronze,26.0,165.0,52.0
Gold,20.0,183.0,78.0
Gold,23.0,173.0,62.0
Bronze,29.0,191.0,90.0
Bronze,22.0,184.0,82.0
Bronze,26.0,172.0,68.0
Gold,45.0,180.0,73.0
Silver,21.0,188.0,90.0
Gold,14.0,167.0,67.0
Silver,18.0,167.0,67.0
Gold,22.0,172.0,67.0
Silver,33.0,176.0,73.0
Gold,19.0,184.0,67.0
Gold,23.0,184.0,67.0
Silver,27.0,184.0,67.0
Silver,30.0,185.0,76.0
Bronze,28.0,179.0,78.0
Bronze,23.0,176.0,72.0
Silver,30.0,178.0,71.0
Silver,22.0,175.0,80.0
Bronze,24.0,183.0,78.0
Silver,24.0,165.0,54.0
Bronze,27.0,170.0,66.0
Silver,27.0,170.0,66.0
Gold,27.0,170.0,66.0
Silver,21.0,194.0,85.0
Gold,25.0,194.0,85.0
Bronze,26.0,171.0,69.0
Bronze,19.0,169.0,68.0
Bronze,19.0,169.0,68.0
Bronze,22.0,187.0,82.0
Bronze,33.0,172.0,59.0
Bronze,26.0,176.0,73.0
Silver,28.0,186.0,88.0
Gold,21.0,186.0,84.0
Bronze,23.0,163.0,61.0
Silver,20.0,185.0,82.0
Gold,23.0,184.0,94.0
Gold,24.0,182.0,88.0
Gold,28.0,182.0,88.0
Gold,32.0,182.0,88.0
Silver,19.0,188.0,74.0
Silver,27.0,188.0,74.0
Bronze,26.0,175.0,82.0
Gold,26.0,175.0,82.0
Bronze,25.0,180.0,73.0
Silver,29.0,171.0,67.0
Silver,27.0,180.0,75.0
Gold,24.0,188.0,84.0
Silver,25.0,178.0,80.0
