Medal,age-height-weight_0,age-height-weight_1,age-height-weight_2
Gold,21.0,178.0,81.0
Bronze,22.0,180.0,80.0
Bronze,23.0,176.0,74.0
Gold,20.0,187.0,81.0
Gold,20.0,168.0,76.0
Gold,24.0,168.0,76.0
Silver,27.0,173.0,73.0
Gold,25.0,180.0,73.0
Silver,21.0,174.0,64.0
Gold,25.0,174.0,64.0
Gold,29.0,174.0,64.0
Gold,33.0,174.0,64.0
Gold,26.0,200.0,102.0
Gold,30.0,200.0,102.0
Silver,32.0,193.0,84.0
Gold,25.0,185.0,77.0
Bronze,25.0,172.0,65.0
Bronze,29.0,172.0,65.0
Silver,22.0,180.0,87.0
Silver,25.0,188.0,65.0
Gold,23.0,160.0,66.0
Bronze,27.0,160.0,66.0
Bronze,25.0,177.0,68.0
Gold,27.0,166.0,52.0
Bronze,31.0,166.0,52.0
Gold,29.0,174.0,71.0
Silver,25.0,180.0,78.0
Bronze,28.0,182.0,108.0
Silver,27.0,188.0,125.0
Bronze,31.0,179.0,82.0
Bronze,25.0,195.0,94.0
Bronze,26.0,191.0,97.0
Gold,27.0,177.0,71.0
Bronze,31.0,177.0,71.0
Bronze,28.0,183.0,82.5
Bronze,32.0,183.0,82.5
Gold,16.0,172.0,57.0
Bronze,20.0,165.0,61.0
Bronze,21.0,166.0,62.0
Gold,22.0,187.0,84.0
Silver,33.0,180.0,70.0
Bronze,28.0,187.0,95.0
Bronze,25.0,170.0,64.0
Bronze,29.0,183.0,80.0
Bronze,34.0,189.0,96.0
Silver,27.0,164.0,60.0
Gold,26.0,183.0,72.0
Gold,30.0,183.0,72.0
Bronze,27.0,190.0,87.0
Silver,22.0,185.0,85.0
Gold,23.0,178.0,84.0
Silver,15.0,162.0,57.0
Gold,26.0,181.0,64.0
Silver,28.0,171.0,61.0
Silver,20.0,187.0,86.0
Bronze,25.0,176.0,72.0
Bronze,22.0,182.0,80.0
Bronze,22.0,182.0,82.0
Bronze,20.0,184.0,80.0
Bronze,20.0,166.0,58.0
Bronze,24.0,166.0,58.0
Bronze,19.0,175.0,62.0
Silver,23.0,175.0,62.0
Bronze,28.0,186.0,110.0
Silver,26.0,185.0,73.0
Silver,24.0,183.0,88.0
Silver,28.0,183.0,88.0
Silver,32.0,183.0,88.0
Silver,36.0,183.0,88.0
Gold,36.0,183.0,88.0
Gold,44.0,183.0,88.0
Silver,29.0,172.0,65.0
Gold,33.0,172.0,65.0
Bronze,30.0,191.0,95.0
Gold,30.0,191.0,95.0
Gold,36.0,172.0,83.0
Silver,19.0,178.0,72.0
Gold,23.0,178.0,72.0
Silver,27.0,178.0,72.0
Silver,25.0,178.0,70.0
Gold,24.0,195.0,93.0
Bronze,28.0,195.0,93.0
Silver,32.0,195.0,93.0
Gold,19.0,161.0,56.0
Bronze,23.0,161.0,56.0
Silver,19.0,167.0,65.0
Bronze,23.0,184.0,95.0
Gold,17.0,149.0,42.0
Silver,17.0,149.0,42.0
Gold,25.0,184.0,76.0
Silver,21.0,171.0,63.0
Silver,24.0,183.0,76.0
Gold,26.0,165.0,75.0
Bronze,18.0,188.0,75.0
Bronze,29.0,185.0,75.0
Gold,26.0,197.0,110.0
Bronze,30.0,197.0,110.0
Gold,30.0,172.0,71.0
Bronze,20.0,185.0,75.0
Bronze,27.0,183.0,73.0
Bronze,25.0,164.0,55.0
Silver,28.0,177.0,79.0
Gold,32.0,177.0,79.0
Gold,31.0,186.0,82.0
Bronze,35.0,186.0,82.0
Gold,18.0,178.0,77.0
Silver,30.0,178.0,77.0
Silver,27.0,174.0,70.0
Bronze,27.0,174.0,70.0
Bronze,31.0,174.0,70.0
Bronze,21.0,175.0,63.0
Bronze,21.0,175.0,65.0
Bronze,23.0,184.0,84.0
Bronze,27.0,184.0,84.0
Gold,22.0,177.0,74.0
Bronze,23.0,182.0,79.0
Gold,25.0,186.0,100.0
Bronze,27.0,191.0,120.0
Bronze,16.0,166.0,45.0
Bronze,23.0,167.0,88.0
Bronze,24.0,181.0,63.0
Gold,21.0,169.0,68.0
Gold,27.0,188.0,87.0
Bronze,25.0,165.0,82.0
Silver,27.0,190.0,93.0
Gold,23.0,168.0,70.0
Silver,26.0,196.0,94.0
Silver,19.0,188.0,88.0
Silver,17.0,176.0,63.0
Silver,29.0,185.0,98.0
Gold,30.0,180.0,84.0
Gold,24.0,164.0,59.0
Gold,27.0,164.0,59.0
Gold,28.0,163.0,59.0
Gold,23.0,191.0,76.0
Bronze,27.0,191.0,76.0
Bronze,27.0,191.0,76.0
Silver,17.0,192.0,75.0
Silver,15.0,166.0,61.0
Gold,15.0,166.0,61.0
Gold,15.0,166.0,61.0
Silver,19.0,166.0,61.0
Gold,19.0,166.0,61.0
Bronze,21.0,179.0,78.0
Bronze,25.0,179.0,78.0
Bronze,21.0,185.0,77.0
Silver,22.0,182.0,71.0
Gold,22.0,186.0,72.0
Silver,26.0,186.0,72.0
Gold,22.0,158.0,48.0
Bronze,23.0,175.0,79.0
Gold,22.0,150.0,53.0
Bronze,27.0,205.0,89.0
Bronze,24.0,178.0,68.0
Bronze,28.0,178.0,68.0
Silver,29.0,177.0,67.0
Silver,20.0,170.0,62.0
Silver,24.0,170.0,62.0
Gold,32.0,170.0,62.0
Silver,36.0,175.0,70.0
Gold,25.0,164.0,55.0
Bronze,21.0,193.0,80.0
Gold,21.0,193.0,80.0
Bronze,21.0,193.0,80.0
Bronze,28.0,178.0,72.0
Silver,32.0,178.0,72.0
Bronze,21.0,200.0,105.0
Gold,25.0,200.0,105.0
Silver,23.0,168.0,70.0
Silver,27.0,174.0,61.0
Bronze,22.0,173.0,67.0
Silver,23.0,174.0,76.0
Bronze,29.0,178.0,74.0
Bronze,19.0,174.0,69.0
Bronze,23.0,169.0,63.0
Gold,23.0,176.0,82.0
Gold,25.0,175.0,73.0
Silver,32.0,160.0,49.0
Bronze,26.0,200.0,100.0
Gold,24.0,162.0,51.0
Silver,27.0,173.0,68.0
Gold,31.0,173.0,68.0
Gold,28.0,180.0,74.0
Gold,16.0,160.0,47.0
Gold,16.0,160.0,47.0
Bronze,24.0,160.0,47.0
Silver,24.0,160.0,47.0
Bronze,19.0,168.0,57.0
Silver,23.0,181.0,86.0
Silver,19.0,180.0,84.0
Silver,23.0,180.0,84.0
Bronze,27.0,180.0,84.0
Gold,21.0,176.0,70.0
Gold,25.0,176.0,70.0
Bronze,29.0,188.0,105.0
Silver,25.0,157.0,50.0
Bronze,18.0,165.0,48.0
Bronze,21.0,176.0,75.0
Bronze,29.0,176.0,75.0
Bronze,29.0,193.0,95.0
Gold,27.0,178.0,62.0
Silver,18.0,145.0,35.0
Bronze,27.0,187.0,86.0
Bronze,20.0,185.0,72.0
Bronze,21.0,185.0,95.0
Silver,22.0,197.0,93.0
Silver,27.0,197.0,93.0
Bronze,30.0,197.0,93.0
Gold,26.0,183.0,80.0
Bronze,28.0,170.0,68.0
Gold,21.0,177.0,75.0
Gold,33.0,177.0,75.0
Bronze,25.0,169.0,62.0
Bronze,29.0,184.0,77.0
Bronze,27.0,172.0,67.0
Gold,22.0,176.0,74.0
Silver,26.0,176.0,74.0
Gold,20.0,200.0,87.0
Gold,20.0,200.0,87.0
Silver,20.0,200.0,87.0
Silver,20.0,200.0,87.0
Gold,24.0,200.0,87.0
Gold,24.0,200.0,87.0
Silver,24.0,200.0,87.0
Silver,24.0,200.0,87.0
Silver,28.0,200.0,87.0
Bronze,23.0,181.0,79.0
Bronze,26.0,185.0,90.0
Silver,27.0,164.0,67.5
Bronze,31.0,164.0,67.5
Gold,24.0,193.0,86.0
Silver,32.0,188.0,86.0
Gold,25.0,182.0,95.0
Silver,30.0,178.0,65.0
Gold,25.0,174.0,65.0
Gold,32.0,178.0,70.0
Bronze,23.0,156.0,54.0
Gold,22.0,182.0,97.5
Silver,34.0,182.0,97.5
Bronze,23.0,171.0,64.0
Bronze,24.0,190.0,91.0
Silver,25.0,190.0,92.0
Silver,20.0,193.0,74.0
Gold,24.0,196.0,98.0
Silver,28.0,196.0,98.0
Gold,25.0,189.0,79.0
Silver,23.0,185.0,91.0
Silver,22.0,179.0,85.0
Bronze,26.0,179.0,85.0
Bronze,30.0,177.0,74.0
Silver,25.0,173.0,60.0
Bronze,26.0,190.0,83.0
Gold,18.0,180.0,73.0
Silver,29.0,168.0,69.0
Bronze,29.0,168.0,69.0
Gold,25.0,175.0,70.0
Silver,29.0,175.0,70.0
Bronze,23.0,175.0,62.0
Silver,28.0,195.0,94.0
Bronze,23.0,193.0,106.0
Gold,26.0,185.0,83.0
Bronze,22.0,190.0,90.0
Bronze,21.0,164.0,59.0
Bronze,25.0,186.0,87.0
Gold,18.0,176.0,56.0
Gold,22.0,176.0,56.0
Gold,24.0,197.0,91.0
Silver,23.0,182.0,84.0
Silver,31.0,182.0,84.0
Silver,28.0,180.0,80.0
Bronze,25.0,176.0,77.0
Bronze,28.0,172.0,78.0
Silver,25.0,158.0,58.0
Silver,29.0,209.0,96.0
Gold,33.0,209.0,96.0
Bronze,24.0,186.0,81.0
Gold,24.0,190.0,93.0
Silver,24.0,190.0,93.0
Silver,23.0,183.0,76.0
Gold,22.0,195.0,87.0
Silver,22.0,195.0,87.0
Gold,23.0,185.0,81.0
Bronze,25.0,174.0,74.0
Silver,24.0,204.0,98.0
Gold,22.0,178.0,65.0
Bronze,46.0,175.0,73.0
Silver,24.0,190.0,98.0
Bronze,35.0,165.0,60.0
Silver,26.0,166.0,64.0
Silver,15.0,144.0,35.0
Silver,15.0,144.0,35.0
Bronze,15.0,144.0,35.0
Bronze,26.0,173.0,67.0
Bronze,26.0,185.0,83.0
Gold,21.0,177.0,78.0
Bronze,20.0,173.0,70.0
Gold,24.0,173.0,70.0
Bronze,25.0,158.0,66.0
Bronze,31.0,184.0,72.0
Gold,35.0,184.0,72.0
Bronze,32.0,167.0,63.0
Bronze,20.0,185.0,77.0
Gold,19.0,162.0,55.0
Silver,28.0,174.0,61.0
Gold,18.0,169.0,72.0
Gold,22.0,169.0,72.0
Bronze,47.0,167.0,68.0
Silver,24.0,170.0,59.0
Silver,28.0,170.0,59.0
Gold,22.0,176.0,75.0
Silver,19.0,188.0,92.0
Gold,25.0,165.0,64.0
Gold,29.0,165.0,64.0
Silver,25.0,170.0,65.0
Silver,24.0,180.0,91.0
Bronze,26.0,201.0,75.0
Gold,24.0,188.0,98.0
Bronze,24.0,167.0,63.0
Gold,33.0,191.0,93.0
Bronze,39.0,156.0,60.0
Bronze,29.0,188.0,110.0
Bronze,37.0,188.0,110.0
Silver,24.0,188.0,77.0
Silver,28.0,188.0,77.0
Gold,24.0,157.0,54.0
Gold,28.0,157.0,54.0
Gold,26.0,168.0,60.0
Gold,30.0,168.0,60.0
Bronze,32.0,170.0,63.0
Silver,28.0,201.0,108.0
Gold,26.0,195.0,89.0
Bronze,18.0,178.0,81.0
Gold,22.0,178.0,81.0
Gold,24.0,173.0,70.0
Bronze,26.0,162.0,53.0
Bronze,30.0,162.0,53.0
Gold,18.0,178.0,78.0
Gold,22.0,178.0,78.0
Gold,26.0,178.0,78.0
Silver,22.0,162.0,50.0
Gold,28.0,182.0,81.0
Silver,31.0,180.0,74.0
Bronze,51.0,169.0,47.0
Silver,37.0,185.0,110.0
Bronze,40.0,185.0,110.0
Silver,19.0,158.0,56.0
Silver,32.0,191.0,75.0
Bronze,29.0,171.0,70.0
Silver,27.0,189.0,84.0
Bronze,28.0,183.0,78.0
Silver,26.0,160.0,56.0
Silver,31.0,186.0,98.0
Silver,24.0,177.0,72.0
Gold,20.0,156.0,42.0
Silver,29.0,184.0,87.0
Bronze,33.0,184.0,87.0
Bronze,22.0,189.0,93.0
Gold,21.0,168.0,75.0
Gold,23.0,180.0,102.0
Silver,23.0,180.0,102.0
Gold,27.0,180.0,102.0
Gold,27.0,180.0,102.0
Silver,29.0,157.0,53.0
Silver,33.0,157.0,53.0
Silver,20.0,192.0,87.0
Silver,21.0,169.0,56.0
Bronze,21.0,169.0,56.0
Gold,26.0,186.0,77.0
Gold,28.0,168.0,66.0
Gold,32.0,163.0,55.0
Silver,36.0,163.0,55.0
Gold,26.0,191.0,100.0
Bronze,25.0,203.0,108.0
Silver,19.0,164.0,68.0
Gold,22.0,178.0,76.0
Gold,30.0,194.0,89.0
Bronze,38.0,194.0,89.0
Silver,15.0,175.0,68.0
Silver,15.0,175.0,68.0
Bronze,33.0,180.0,66.0
Bronze,37.0,180.0,66.0
Silver,19.0,165.0,53.0
Bronze,28.0,204.0,108.0
Bronze,31.0,191.0,81.0
Silver,19.0,185.0,84.0
Bronze,21.0,163.0,65.0
Gold,28.0,206.0,93.0
Bronze,23.0,184.0,79.0
Gold,28.0,156.0,47.0
Gold,25.0,180.0,74.0
Gold,27.0,180.0,74.0
Bronze,22.0,179.0,74.0
Bronze,30.0,179.0,74.0
Silver,30.0,173.0,66.0
Silver,30.0,183.0,85.0
Bronze,23.0,174.0,64.0
Gold,31.0,174.0,64.0
Bronze,31.0,174.0,64.0
Bronze,21.0,200.0,106.0
Bronze,25.0,200.0,106.0
Gold,29.0,200.0,106.0
Bronze,20.0,170.0,56.0
Bronze,26.0,184.0,81.0
Bronze,30.0,187.0,98.0
Gold,25.0,181.0,82.0
Silver,27.0,184.0,89.0
Silver,29.0,184.0,89.0
Bronze,37.0,184.0,89.0
Silver,20.0,150.0,39.0
Bronze,20.0,150.0,39.0
Silver,17.0,164.0,52.0
Bronze,29.0,160.0,56.0
Silver,27.0,182.0,80.0
Gold,31.0,182.0,80.0
Gold,21.0,187.0,83.0
Bronze,25.0,176.0,70.0
Gold,22.0,171.0,54.0
Bronze,26.0,173.0,68.0
Silver,27.0,180.0,71.0
Bronze,20.0,178.0,82.0
Gold,23.0,177.0,72.0
Silver,23.0,177.0,72.0
Silver,21.0,182.0,78.0
Gold,35.0,198.0,100.0
Bronze,24.0,166.0,58.0
Gold,28.0,166.0,58.0
Gold,30.0,193.0,89.0
Bronze,30.0,188.0,83.0
Gold,31.0,175.0,71.0
Gold,35.0,175.0,71.0
Silver,22.0,165.0,52.0
Gold,23.0,187.0,92.0
Bronze,24.0,186.0,77.0
Bronze,27.0,167.0,52.0
Bronze,22.0,176.0,61.0
Gold,15.0,169.0,68.0
Silver,19.0,169.0,68.0
Bronze,19.0,169.0,68.0
Silver,23.0,169.0,68.0
Bronze,28.0,182.0,74.0
Bronze,28.0,182.0,71.0
Gold,31.0,185.0,89.0
Gold,21.0,159.0,51.0
Silver,26.0,186.0,78.0
Bronze,21.0,183.0,72.0
Bronze,21.0,175.0,80.0
Silver,24.0,181.0,83.0
Silver,37.0,170.0,69.0
Bronze,26.0,187.0,81.0
Silver,25.0,170.0,104.0
Silver,29.0,170.0,104.0
Gold,25.0,176.0,72.0
Bronze,22.0,196.0,105.0
Gold,29.0,196.0,105.0
Silver,23.0,173.0,68.0
Gold,27.0,172.0,74.0
Bronze,23.0,190.0,88.0
Gold,25.0,178.0,82.0
Bronze,30.0,178.0,82.0
Bronze,22.0,191.0,86.0
Silver,17.0,157.0,49.0
Gold,27.0,160.0,57.0
Silver,33.0,150.0,49.0
Bronze,34.0,168.0,54.0
Gold,34.0,168.0,54.0
Gold,22.0,170.0,64.0
Bronze,20.0,180.0,68.0
Bronze,24.0,180.0,68.0
Gold,28.0,180.0,68.0
Silver,28.0,177.0,70.0
Bronze,28.0,201.0,114.0
Gold,32.0,201.0,114.0
Bronze,29.0,189.0,91.0
Silver,27.0,180.0,70.0
Bronze,27.0,186.0,80.0
Gold,20.0,163.0,54.0
Gold,35.0,168.0,78.0
Gold,22.0,184.0,73.0
Silver,26.0,184.0,73.0
Bronze,22.0,181.0,65.0
Bronze,28.0,174.0,67.0
Silver,23.0,170.0,73.0
Bronze,21.0,168.0,63.0
Bronze,28.0,185.0,102.0
Gold,32.0,185.0,102.0
Gold,21.0,186.0,77.0
Silver,21.0,186.0,77.0
Gold,29.0,186.0,77.0
Silver,33.0,186.0,77.0
Silver,22.0,179.0,74.0
Bronze,26.0,188.0,89.0
Silver,24.0,178.0,76.0
Bronze,22.0,162.0,52.0
Silver,27.0,187.0,80.0
Silver,30.0,187.0,80.0
Silver,24.0,175.0,68.0
Bronze,36.0,198.0,93.0
Bronze,26.0,191.0,88.0
Gold,21.0,181.0,100.0
Silver,25.0,181.0,100.0
Bronze,23.0,161.0,59.0
Silver,22.0,178.0,78.0
Gold,29.0,179.0,80.0
Silver,17.0,167.0,43.0
Bronze,28.0,176.0,63.0
Gold,26.0,163.0,55.0
Bronze,26.0,163.0,55.0
Gold,34.0,163.0,55.0
Bronze,21.0,187.0,79.0
Silver,22.0,194.0,89.0
Silver,22.0,194.0,89.0
Silver,26.0,194.0,89.0
Silver,23.0,176.0,68.0
Bronze,23.0,176.0,68.0
Silver,24.0,180.0,77.0
Silver,31.0,170.0,75.0
Silver,25.0,188.0,100.0
Bronze,25.0,180.0,97.0
Bronze,29.0,180.0,97.0
Silver,33.0,180.0,97.0
Bronze,17.0,167.0,62.0
Silver,23.0,162.0,62.0
Gold,23.0,162.0,62.0
Bronze,27.0,162.0,62.0
Gold,27.0,162.0,62.0
Silver,27.0,162.0,60.0
Bronze,21.0,160.0,45.0
Bronze,22.0,170.0,65.0
Silver,26.0,170.0,65.0
Gold,26.0,170.0,65.0
Bronze,30.0,170.0,65.0
Bronze,23.0,173.0,62.0
Bronze,27.0,173.0,62.0
Silver,19.0,165.0,58.0
Bronze,21.0,181.0,64.0
Gold,33.0,176.0,81.0
Bronze,19.0,172.0,56.0
Bronze,26.0,187.0,78.0
Bronze,20.0,164.0,57.0
Gold,21.0,172.0,64.0
Gold,16.0,170.0,64.0
Gold,16.0,170.0,64.0
Silver,24.0,170.0,64.0
Silver,25.0,175.0,70.0
Bronze,29.0,175.0,70.0
Silver,33.0,175.0,70.0
Silver,22.0,175.0,63.0
Bronze,22.0,159.0,52.0
Silver,28.0,183.0,65.0
Gold,30.0,183.0,88.0
Silver,30.0,183.0,88.0
Silver,25.0,168.0,61.0
Bronze,22.0,175.0,85.0
Silver,22.0,175.0,85.0
Gold,27.0,169.0,62.0
Bronze,25.0,175.0,65.0
Bronze,22.0,183.0,74.0
Silver,24.0,175.0,55.0
Silver,21.0,163.0,50.0
Bronze,22.0,181.0,83.0
Silver,20.0,185.0,74.0
Silver,26.0,168.0,50.0
Silver,25.0,181.0,105.0
Silver,30.0,182.0,75.0
Silver,27.0,177.0,69.0
Bronze,20.0,176.0,66.0
Gold,24.0,162.0,60.0
Silver,34.0,155.0,62.0
Gold,25.0,174.0,59.0
Bronze,19.0,179.0,62.0
Bronze,29.0,185.0,86.0
Bronze,25.0,185.0,75.0
Silver,24.0,173.0,60.0
Silver,20.0,189.0,85.0
Gold,24.0,173.0,64.0
Bronze,26.0,197.0,93.0
Bronze,29.0,165.0,59.0
Silver,33.0,165.0,59.0
Bronze,26.0,183.0,72.0
Bronze,28.0,173.0,72.0
Gold,32.0,173.0,72.0
Silver,31.0,168.0,55.0
Gold,25.0,203.0,95.0
Bronze,28.0,203.0,95.0
Bronze,23.0,180.0,69.0
Bronze,28.0,177.0,78.0
Silver,26.0,171.0,72.0
Bronze,38.0,171.0,72.0
Silver,28.0,163.0,52.0
Bronze,19.0,182.0,70.0
Silver,24.0,166.0,65.0
Bronze,24.0,166.0,65.0
Silver,28.0,166.0,65.0
Gold,28.0,186.0,95.0
Gold,22.0,176.0,97.0
Gold,26.0,176.0,97.0
Silver,29.0,188.0,86.0
Bronze,20.0,180.0,61.0
Bronze,20.0,180.0,61.0
Silver,25.0,170.0,68.0
Gold,30.0,180.0,75.0
Bronze,19.0,167.0,67.0
Gold,24.0,169.0,55.0
Silver,18.0,187.0,80.0
Gold,22.0,180.0,76.0
Gold,34.0,180.0,76.0
Silver,19.0,163.0,60.0
Silver,24.0,176.0,79.0
Silver,28.0,176.0,79.0
Silver,24.0,167.0,59.0
Gold,23.0,208.0,107.0
Bronze,27.0,208.0,107.0
Silver,25.0,175.0,65.0
Silver,29.0,179.0,73.0
Gold,31.0,160.0,75.0
Bronze,25.0,178.0,71.0
Silver,26.0,156.0,60.0
Gold,16.0,148.0,37.0
Silver,16.0,148.0,37.0
Silver,17.0,165.0,55.0
Bronze,25.0,165.0,55.0
Gold,25.0,165.0,55.0
Silver,28.0,213.0,130.0
Silver,31.0,207.0,103.0
Silver,20.0,191.0,83.0
Silver,27.0,179.0,71.0
Gold,27.0,178.0,73.0
Silver,22.0,172.0,65.0
Silver,28.0,178.0,89.0
Silver,36.0,178.0,89.0
Silver,36.0,187.0,80.0
Bronze,22.0,172.0,67.0
Gold,22.0,183.0,79.0
Bronze,26.0,190.0,75.0
Silver,25.0,178.0,64.0
Bronze,20.0,172.0,60.0
Gold,32.0,172.0,60.0
Silver,18.0,166.0,66.0
Gold,22.0,187.0,100.0
Gold,26.0,187.0,100.0
Gold,30.0,187.0,100.0
Gold,27.0,179.0,70.0
Bronze,27.0,165.0,62.0
Bronze,29.0,169.0,54.0
Bronze,24.0,169.0,68.0
Bronze,18.0,172.0,57.0
Bronze,27.0,175.0,72.0
Bronze,23.0,182.0,83.0
Gold,27.0,182.0,83.0
Gold,27.0,182.0,83.0
Bronze,27.0,162.0,61.0
Bronze,25.0,179.0,72.0
Silver,24.0,192.0,98.0
Bronze,30.0,187.0,71.0
Gold,23.0,190.0,93.0
Gold,18.0,157.0,52.0
Bronze,18.0,157.0,52.0
Gold,22.0,157.0,52.0
Bronze,33.0,190.0,95.0
Bronze,20.0,164.0,70.0
Silver,30.0,204.0,96.0
Silver,35.0,190.0,88.0
Bronze,24.0,178.0,75.0
Bronze,24.0,178.0,76.0
Gold,22.0,176.0,77.0
Gold,30.0,188.0,145.0
Bronze,27.0,180.0,63.0
Bronze,31.0,180.0,63.0
Gold,26.0,179.0,78.0
Silver,30.0,179.0,78.0
Gold,30.0,179.0,78.0
Silver,34.0,179.0,78.0
Bronze,34.0,166.0,55.0
Bronze,21.0,170.0,70.0
Bronze,19.0,176.0,69.0
Silver,27.0,176.0,69.0
Silver,32.0,193.0,84.0
Bronze,32.0,194.0,100.0
Silver,40.0,178.0,75.0
Silver,16.0,160.0,51.0
Bronze,21.0,179.0,64.0
Gold,22.0,186.0,75.0
Bronze,22.0,178.0,65.0
Bronze,20.0,176.0,67.0
Silver,20.0,178.0,66.0
Bronze,14.0,171.0,62.0
Gold,22.0,165.0,56.0
Bronze,21.0,183.0,74.0
Silver,24.0,155.0,48.0
Silver,23.0,180.0,74.0
Bronze,27.0,180.0,74.0
Bronze,31.0,170.0,72.0
Silver,31.0,200.0,100.0
Gold,27.0,185.0,75.0
Bronze,33.0,167.0,56.0
Silver,25.0,186.0,85.0
Silver,37.0,170.0,59.0
Gold,19.0,190.0,86.0
Gold,34.0,179.0,78.0
Bronze,42.0,186.0,90.0
Bronze,23.0,187.0,81.0
Gold,20.0,175.0,63.0
Silver,24.0,175.0,74.0
Silver,29.0,186.0,72.0
Silver,23.0,190.0,83.0
Bronze,16.0,165.0,57.0
Gold,32.0,180.0,74.0
Gold,36.0,180.0,74.0
Gold,18.0,172.0,51.0
Silver,20.0,174.0,65.0
Silver,24.0,174.0,65.0
Bronze,24.0,174.0,65.0
Bronze,19.0,174.0,55.0
Gold,30.0,172.0,57.0
Bronze,26.0,198.0,101.0
Gold,30.0,198.0,101.0
Bronze,25.0,172.0,67.0
Gold,27.0,180.0,67.0
Gold,32.0,180.0,67.0
Bronze,19.0,163.0,65.0
Bronze,31.0,163.0,65.0
Gold,26.0,174.0,69.0
Bronze,27.0,165.0,57.0
Gold,31.0,165.0,57.0
Bronze,35.0,165.0,57.0
Bronze,24.0,168.0,74.0
Bronze,26.0,178.0,86.0
Silver,19.0,178.0,66.0
Gold,19.0,178.0,66.0
Bronze,22.0,191.0,71.0
Gold,26.0,198.0,101.0
Bronze,21.0,170.0,64.0
Gold,29.0,188.0,107.0
Gold,21.0,170.0,75.0
Silver,25.0,170.0,75.0
Bronze,29.0,170.0,75.0
Silver,28.0,198.0,140.0
Silver,25.0,191.0,72.0
Bronze,26.0,187.0,80.0
Gold,27.0,165.0,70.0
Silver,27.0,165.0,70.0
Silver,18.0,161.0,40.0
Silver,28.0,184.0,78.0
Silver,24.0,185.0,88.0
Bronze,26.0,167.0,63.0
Gold,25.0,178.0,68.0
Bronze,22.0,187.0,79.0
Gold,30.0,183.0,75.0
Silver,28.0,187.0,99.0
Bronze,25.0,201.0,90.0
Silver,18.0,179.0,79.0
Bronze,22.0,179.0,79.0
Silver,25.0,175.0,72.0
Gold,29.0,175.0,72.0
Gold,25.0,170.0,57.0
Gold,29.0,170.0,57.0
Silver,27.0,167.0,60.0
Gold,27.0,167.0,60.0
Silver,31.0,167.0,60.0
Bronze,26.0,200.0,119.0
Silver,26.0,180.0,72.0
Silver,34.0,188.0,85.0
Silver,22.0,198.0,86.0
Silver,21.0,187.0,84.0
Bronze,20.0,165.0,70.0
Bronze,26.0,190.0,105.0
Silver,30.0,190.0,105.0
Bronze,34.0,190.0,105.0
Silver,21.0,196.0,89.0
Gold,21.0,206.0,104.0
Silver,26.0,187.0,82.0
Silver,37.0,187.0,82.0
Silver,21.0,174.0,85.0
Bronze,18.0,179.0,82.0
Gold,22.0,179.0,82.0
Silver,26.0,179.0,82.0
Bronze,34.0,179.0,82.0
Silver,27.0,181.0,85.0
Gold,33.0,189.0,86.0
Bronze,29.0,180.0,73.0
Silver,33.0,180.0,73.0
Gold,21.0,184.0,72.0
Bronze,26.0,171.0,71.0
Gold,26.0,171.0,81.0
Gold,24.0,189.0,105.0
Bronze,18.0,152.0,48.0
Bronze,30.0,165.0,54.0
Gold,26.0,174.0,74.0
Gold,26.0,178.0,100.0
Silver,35.0,191.0,87.0
Gold,35.0,191.0,87.0
Bronze,38.0,165.0,55.0
Silver,25.0,193.0,86.0
Bronze,21.0,172.0,78.0
Silver,27.0,190.0,90.0
Silver,34.0,181.0,105.0
Gold,18.0,184.0,80.0
Gold,25.0,182.0,88.0
Silver,21.0,210.0,105.0
Silver,25.0,210.0,105.0
Bronze,23.0,187.0,94.0
Bronze,27.0,187.0,94.0
Gold,21.0,197.0,95.0
Gold,31.0,194.0,89.0
Silver,25.0,172.0,55.0
Gold,26.0,178.0,81.0
Bronze,25.0,190.0,80.0
Bronze,23.0,163.0,55.0
Silver,27.0,163.0,55.0
Gold,20.0,170.0,67.0
Bronze,24.0,170.0,67.0
Gold,19.0,184.0,72.0
Silver,24.0,211.0,112.0
Gold,22.0,186.0,85.0
Gold,22.0,162.0,48.0
Silver,20.0,184.0,78.0
Silver,24.0,184.0,78.0
Gold,33.0,201.0,98.0
Silver,22.0,189.0,75.0
Gold,22.0,174.0,74.0
Silver,23.0,181.0,72.0
Silver,24.0,178.0,74.0
Gold,28.0,198.0,98.0
Gold,22.0,170.0,68.0
Silver,27.0,174.0,59.0
Gold,28.0,181.0,62.0
Gold,22.0,193.0,103.0
Gold,26.0,193.0,103.0
Bronze,26.0,193.0,103.0
Gold,30.0,193.0,103.0
Gold,34.0,193.0,103.0
Gold,38.0,193.0,103.0
Silver,26.0,173.0,140.0
Gold,22.0,184.0,81.0
Bronze,32.0,193.0,83.0
Silver,21.0,162.0,51.0
Silver,34.0,170.0,77.0
Gold,30.0,197.0,100.0
Gold,35.0,197.0,100.0
Gold,16.0,174.0,57.0
Silver,23.0,181.0,87.0
Gold,25.0,173.0,61.0
Silver,29.0,173.0,61.0
Gold,25.0,168.0,62.0
Silver,29.0,183.0,66.0
Bronze,23.0,173.0,56.0
Gold,28.0,188.0,81.0
Silver,21.0,181.0,98.0
Bronze,25.0,181.0,98.0
Silver,24.0,162.0,48.0
Silver,20.0,168.0,60.0
Silver,34.0,184.0,69.0
Silver,31.0,169.0,75.0
Bronze,26.0,176.0,65.0
